Cod_setor;Situacao_setor;V001;V002;V003
350230905000010;8;54;0;0
350230905000011;7;3;0;0
350230905000015;1;27;0;0
350230905000017;1;1;X;X
350230905000018;1;164;0;0
350230905000019;1;50;X;X
350230905000020;1;0;X;X
350230905000021;1;0;X;X
350230905000022;1;0;X;X
350230905000024;1;14;0;0
350230905000025;1;33;0;0
350230905000026;1;0;X;X
350230905000027;1;52;0;0
350230905000029;1;10;0;0
350230905000030;1;0;X;X
350230905000031;1;2;0;0
350230905000032;1;9;X;X
350230905000034;1;2;0;0
350230910000001;1;32;0;0
350230910000002;8;76;0;0
350230910000003;8;39;0;0
350230910000004;8;0;0;0
350230910000005;1;33;0;0
350230910000006;1;62;0;0
350240805000001;1;95;0;1
350240805000002;1;87;0;0
350240805000003;1;103;0;0
350240805000004;1;181;0;0
350240805000005;8;21;0;0
350240805000006;8;9;0;0
350240805000007;8;16;0;0
350240805000008;8;39;0;0
350240805000009;8;4;0;0
350240805000010;8;4;X;X
350240805000011;8;1;X;X
350240805000012;8;3;0;0
350250705000001;1;80;0;0
350250705000002;1;43;0;0
350250705000003;1;49;0;0
350250705000004;1;43;0;0
350250705000005;1;0;0;0
350250705000006;1;265;0;0
350250705000007;1;98;0;0
350250705000008;1;92;0;0
350250705000009;1;79;0;0
350250705000010;1;28;0;0
350250705000011;1;58;0;0
350250705000012;1;82;0;0
350250705000013;1;117;0;0
350250705000014;1;74;0;0
350250705000015;1;112;2;0
350250705000016;1;205;0;0
350250705000017;1;123;0;0
350250705000018;1;95;0;0
350250705000019;1;34;0;0
350250705000020;1;136;0;0
350250705000021;1;91;1;0
350250705000022;1;143;0;0
350250705000023;1;101;0;0
350250705000024;1;160;0;0
350250705000025;1;187;0;0
350250705000026;1;134;0;0
350250705000027;1;91;0;0
350250705000028;1;14;0;0
350250705000029;1;117;0;0
350250705000030;1;76;0;0
350250705000031;1;167;0;0
350250705000032;2;9;0;0
350250705000033;1;179;0;0
350250705000034;1;166;0;0
350250705000035;1;236;0;0
350250705000036;1;184;0;0
350250705000037;1;67;0;0
350250705000038;1;112;0;0
350250705000039;1;84;0;0
350250705000040;1;86;0;0
350250705000041;1;109;0;0
350250705000042;1;158;0;0
350250705000043;8;38;0;0
350250705000044;8;27;0;0
350250705000045;8;2;0;0
350250705000046;8;27;0;0
350250705000047;8;6;0;0
350250705000048;1;88;0;0
350250705000049;1;42;0;0
350250705000050;1;234;0;0
350250705000051;1;111;0;0
350260605000001;1;100;0;0
350260605000002;1;56;0;0
350260605000003;1;96;0;0
350260605000004;1;118;0;0
350260605000005;1;75;0;0
350260605000008;1;0;X;X
350260605000009;1;0;X;X
350260605000011;8;42;0;0
350260605000012;8;27;0;0
350260605000013;8;32;0;0
350270505000001;1;92;0;0
350270505000002;1;58;0;0
350270505000003;1;38;0;0
350270505000004;1;75;0;0
350270505000005;1;144;0;0
350270505000006;1;4;0;0
350270505000007;1;46;0;0
350270505000008;1;86;0;0
350270505000009;1;47;0;0
350270505000010;1;94;0;0
350270505000011;1;144;0;0
350270505000012;1;160;0;0
350270505000013;1;107;0;0
350270505000014;1;51;0;0
350270505000015;1;56;0;0
350270505000016;1;27;0;0
350270505000017;1;169;0;0
350270505000018;1;90;0;0
350270505000019;1;60;0;0
350270505000020;1;70;0;0
350270505000021;1;233;0;0
350270505000022;1;89;0;0
350270505000023;1;110;0;0
350270505000024;1;84;0;0
350270505000025;1;28;0;0
350270505000026;1;119;0;0
350270505000027;1;158;0;0
350270505000028;8;78;0;0
350270505000029;8;74;0;0
350270505000030;8;59;0;0
350270505000031;8;47;0;0
350270505000032;8;0;X;X
350270505000033;8;27;0;0
350270505000034;8;73;0;0
350270505000035;8;109;0;0
350270505000036;8;32;0;0
350270505000037;8;0;X;X
350270505000038;8;174;0;0
350270505000039;8;160;1;0
350270505000040;8;49;0;0
350270510000001;1;101;1;0
350270510000002;1;102;0;0
350270510000003;8;44;0;0
350270510000004;8;51;0;0
350270510000005;8;10;0;0
350270510000006;8;20;0;0
350270525000001;1;179;0;0
350270525000002;1;148;0;0
350270525000003;1;66;0;0
350270525000004;8;48;0;0
350270525000005;8;101;0;0
350270525000006;8;52;0;0
350270530000001;1;138;0;0
350270530000002;8;64;0;0
350270530000003;8;34;0;0
350275405000001;1;264;0;0
350275405000002;1;63;0;0
350275405000003;1;263;0;1
350275405000004;1;71;0;0
350275405000005;1;183;0;0
350275405000006;1;150;0;0
350275405000007;1;109;0;0
350275405000008;1;363;0;0
350275405000009;1;236;0;0
350275405000010;2;90;0;1
350275405000011;2;69;0;0
350275405000012;2;141;0;0
350275405000013;2;124;0;0
350275405000014;2;194;0;0
350275405000015;2;88;0;0
350275405000016;2;115;0;0
350275405000017;2;187;1;0
350275405000018;2;147;0;0
350275405000019;1;261;0;0
350275405000020;1;245;0;0
350280405000001;1;17;0;0
350280405000002;1;3;0;0
350280405000004;1;28;0;0
350280405000005;1;2;0;0
350280405000006;1;35;0;0
350280405000007;1;16;0;0
350280405000008;1;20;0;0
350280405000009;1;31;0;0
350280405000010;1;23;0;0
350280405000011;1;34;0;0
350280405000012;1;26;0;0
350280405000013;1;53;0;0
350280405000014;1;32;0;0
350280405000015;1;8;0;0
350280405000016;1;29;0;0
350280405000017;1;31;0;0
350280405000018;1;26;0;0
350280405000019;1;25;0;0
350280405000020;1;26;0;0
350280405000021;1;33;0;0
350280405000022;1;14;0;0
350280405000023;1;41;0;0
350280405000024;1;34;0;0
350280405000025;1;22;0;0
350280405000026;1;13;0;0
350280405000027;1;26;0;0
350280405000028;1;18;0;0
350280405000029;1;30;0;0
350280405000030;1;42;0;0
350280405000031;1;30;0;0
350280405000032;1;104;0;0
350280405000033;1;47;0;0
350280405000034;1;31;0;0
350280405000035;1;24;0;0
350280405000036;1;16;0;0
350280405000037;1;15;0;0
350280405000038;1;37;0;0
350280405000039;1;38;0;0
350280405000040;1;41;0;0
350280405000041;1;53;2;0
350280405000042;1;36;0;0
350280405000043;1;32;0;0
350280405000044;1;53;0;0
350280405000045;1;32;0;0
350280405000046;1;39;0;0
350280405000047;1;48;0;0
350280405000048;1;34;0;0
350280405000049;1;53;0;0
350280405000050;1;13;0;0
350280405000051;1;26;0;0
350280405000052;1;21;0;0
350280405000053;1;17;0;0
350280405000054;1;24;0;0
350280405000055;1;36;0;0
350280405000056;1;40;0;0
350280405000057;1;56;0;0
350280405000058;1;6;0;0
350280405000059;1;97;0;0
350280405000060;1;42;0;0
350280405000061;1;48;0;0
350280405000062;1;73;0;0
350280405000063;1;100;0;0
350280405000064;1;107;0;0
350280405000065;1;36;0;0
350280405000066;1;35;0;0
350280405000067;1;33;0;0
350280405000068;1;24;0;0
350280405000069;1;12;0;0
350280405000070;1;32;0;0
350280405000071;1;49;0;0
350280405000072;1;50;0;0
350280405000073;1;61;0;0
350280405000074;1;43;0;0
350280405000075;1;29;0;0
350280405000076;1;58;0;0
350280405000077;1;54;0;0
350280405000078;1;24;0;0
350280405000079;1;51;0;0
350280405000080;1;47;0;0
350280405000081;1;36;0;0
350280405000082;1;66;0;0
350280405000083;1;26;0;0
350280405000084;1;44;0;1
350280405000085;1;0;X;X
350280405000086;1;21;0;0
350280405000087;1;49;0;0
350280405000088;1;66;0;0
350280405000089;1;66;0;0
350280405000090;1;69;0;0
350280405000091;1;52;0;0
350280405000092;1;76;0;0
350280405000093;1;51;0;0
350280405000094;1;72;0;0
350280405000095;1;52;0;0
350280405000096;1;43;0;0
350280405000097;1;43;0;0
350280405000098;1;76;0;0
350280405000099;1;75;0;0
350280405000100;1;58;0;0
350280405000101;1;28;0;0
350280405000102;1;71;0;0
350280405000103;1;55;0;0
350280405000104;1;47;0;0
350280405000105;1;76;1;1
350280405000106;1;76;0;0
350280405000107;1;75;0;0
350280405000108;1;73;0;0
350280405000109;1;132;1;0
350280405000110;1;127;0;0
350280405000111;1;95;2;0
350280405000112;1;63;0;0
350280405000113;1;77;0;0
350280405000114;1;107;0;0
350280405000115;1;37;0;0
350280405000116;1;42;0;0
350280405000117;1;38;0;0
350280405000118;1;86;0;0
350280405000119;1;132;0;0
350280405000120;1;69;0;0
350280405000121;1;58;0;0
350280405000122;1;51;0;0
350280405000123;1;73;0;0
350280405000124;1;131;0;0
350280405000125;1;101;0;0
350280405000126;1;127;0;0
350280405000127;1;63;0;0
350280405000128;1;44;0;0
350280405000129;1;30;0;0
350280405000130;1;79;0;0
350280405000131;1;67;0;0
350280405000132;1;61;1;0
350280405000133;1;33;0;0
350280405000134;1;35;0;0
350280405000135;1;111;0;0
350280405000136;1;120;0;0
350280405000137;1;112;0;0
350280405000138;1;47;0;0
350280405000139;1;74;1;0
350280405000140;1;40;0;0
350280405000141;1;47;0;0
350280405000142;1;42;0;0
350280405000143;1;86;0;0
350280405000144;1;113;0;0
350280405000145;1;64;0;0
350280405000146;1;53;0;0
350280405000147;1;58;0;0
350280405000148;1;68;0;0
350280405000149;1;71;0;0
350280405000150;1;79;0;0
350280405000151;1;67;0;0
350280405000152;1;58;0;0
350280405000153;1;111;0;0
350280405000154;1;73;0;0
350280405000155;1;47;0;0
350280405000156;1;64;0;1
350280405000157;1;61;0;0
350280405000158;1;61;0;0
350280405000159;1;43;0;0
350280405000160;1;48;0;0
350280405000161;1;51;0;0
350280405000162;1;53;0;0
350280405000163;1;50;0;0
350280405000164;1;59;0;0
350280405000165;1;41;0;0
350280405000166;1;38;0;0
350280405000167;1;81;1;0
350280405000168;1;85;0;0
350280405000169;1;96;0;0
350280405000170;1;136;0;0
350280405000171;1;136;0;0
350280405000172;1;114;0;0
350280405000173;1;89;0;0
350280405000174;1;86;2;0
350280405000175;1;46;0;0
350280405000176;1;136;0;0
350280405000177;1;66;0;0
350280405000178;1;149;0;0
350280405000179;1;133;0;0
350280405000180;1;87;0;0
350280405000181;1;79;0;0
350280405000182;1;97;0;0
350280405000183;1;90;0;0
350280405000184;1;70;0;0
350280405000185;1;100;0;0
350280405000186;1;74;0;0
350280405000187;1;55;0;0
350280405000188;1;111;0;0
350280405000189;1;113;0;0
350280405000190;1;50;0;0
350280405000191;1;62;0;0
350280405000192;1;91;0;0
350280405000193;1;99;0;0
350280405000194;1;79;0;0
350280405000195;1;73;0;0
350280405000196;1;73;0;0
350280405000197;1;43;0;0
350280405000198;1;37;0;0
350280405000199;1;58;0;0
350280405000200;1;37;0;0
350280405000201;1;32;0;0
350280405000202;1;50;0;0
350280405000203;1;78;0;0
350280405000204;1;51;0;0
350280405000205;1;81;0;0
350280405000206;1;75;0;0
350280405000207;1;115;0;0
350280405000208;1;88;0;0
350280405000209;1;59;0;0
350280405000210;1;63;1;0
350280405000211;1;184;0;0
350280405000212;1;80;0;0
350280405000213;1;182;0;0
350280405000214;1;101;0;0
350280405000215;1;70;0;0
350280405000216;1;139;0;0
350280405000217;1;57;0;0
350280405000218;1;63;0;0
350280405000219;1;65;0;0
350280405000220;1;71;0;0
350280405000221;1;105;0;0
350280405000222;1;60;0;0
350280405000223;1;56;0;0
350280405000224;1;70;0;0
350280405000225;1;123;0;0
350280405000226;1;144;0;0
350280405000227;1;154;0;0
350280405000228;1;125;0;0
350280405000229;1;107;0;0
350280405000230;1;97;0;0
350280405000231;1;163;0;0
350280405000232;1;110;0;0
350280405000233;1;78;0;0
350280405000234;1;48;0;0
350280405000235;1;111;0;0
350280405000236;1;58;0;0
350280405000237;1;103;0;0
350280405000238;1;73;0;0
350280405000239;1;64;0;0
350280405000240;1;67;0;0
350280405000241;1;110;0;0
350280405000242;1;83;0;0
350280405000243;1;58;0;0
350280405000244;1;38;0;0
350280405000245;1;76;0;0
350280405000246;1;75;0;0
350280405000247;1;71;0;0
350280405000248;1;63;0;0
350280405000249;1;115;0;0
350280405000250;1;90;0;0
350280405000251;1;88;0;0
350280405000252;1;88;0;0
350280405000253;1;103;0;0
350280405000254;1;102;0;0
350280405000255;1;111;0;0
350280405000256;1;145;0;0
350280405000257;1;38;0;0
350280405000258;1;118;0;0
350280405000259;1;73;0;0
350280405000260;1;110;0;0
350280405000261;1;103;0;0
350280405000262;1;164;0;0
350280405000263;1;14;0;0
350280405000264;1;124;0;0
350280405000265;1;124;0;0
350280405000266;1;62;0;0
350280405000267;1;143;0;0
350280405000268;1;162;0;0
350280405000269;1;171;0;0
350280405000270;1;155;0;0
350280405000271;1;112;0;0
350280405000272;1;0;0;0
350280405000273;1;115;0;0
350280405000274;1;149;0;0
350280405000275;1;145;0;0
350280405000276;1;120;0;0
350280405000277;1;37;0;0
350280405000278;3;164;0;2
350280405000279;3;10;0;0
350280405000280;3;5;0;0
350280405000281;3;1;0;0
350280405000282;3;13;0;0
350280405000283;3;16;0;0
350280405000284;3;14;0;0
350280405000287;3;1;X;X
350280405000288;8;51;0;0
350280405000289;8;37;0;0
350280405000290;8;18;0;0
350280405000291;8;61;0;0
350280405000292;8;127;0;0
350280405000293;8;40;0;0
350280405000294;8;23;0;2
350280405000295;8;92;0;0
350280405000296;8;39;0;0
350280405000297;8;24;0;0
350280405000298;1;54;0;0
350280405000299;1;139;0;0
350280405000300;1;99;0;0
350280405000301;1;133;0;0
350280405000302;1;16;0;0
350280405000303;1;162;0;0
350280405000304;1;232;0;0
350280405000305;1;264;0;0
350280405000306;1;197;0;0
350280405000307;1;269;0;0
350280405000308;1;2;X;X
350280405000309;1;0;X;X
350280405000311;1;49;0;0
350280405000314;1;17;0;0
350280405000315;1;119;0;0
350280405000316;1;195;0;0
350280405000317;1;31;0;0
350280405000318;1;211;0;0
350280405000319;1;144;0;0
350280405000320;1;119;0;0
350280405000321;1;113;0;0
350280405000322;1;67;0;0
350280405000323;1;59;0;0
350280405000324;1;74;0;0
350280405000325;1;119;0;0
350280405000326;1;1;X;X
350280405000327;1;42;0;0
350280405000328;1;80;0;0
350280405000329;1;94;0;0
350280405000330;1;60;0;0
350280405000331;1;43;0;0
350280405000332;1;82;0;0
350280405000333;1;58;0;0
350280405000334;1;20;0;0
350280405000336;1;189;0;0
350280405000337;1;77;0;0
350280405000338;1;96;0;0
350280405000339;1;123;0;0
350280405000340;1;78;0;0
350280405000341;1;30;0;0
350280405000342;1;21;0;0
350280405000344;1;3;0;0
350280405000345;1;0;0;0
350280405000346;3;80;0;0
350280405000347;3;2;X;X
350280405000348;3;3;X;X
350280405000350;3;4;X;X
350280405000351;3;2;X;X
350280405000353;3;1;0;0
350280405000354;3;1;0;0
350280405000355;3;0;0;0
350280405000356;3;0;X;X
350280405000357;3;2;0;0
350280405000358;3;0;X;X
350280405000359;1;60;0;0
350280405000360;1;9;0;0
350290305000001;1;106;0;0
350290305000002;1;119;0;0
350290305000003;1;77;0;0
350290305000004;1;183;0;0
350290305000005;1;87;0;0
350290305000006;1;38;0;0
350290305000007;1;159;0;0
350290305000008;1;60;0;0
350290305000009;1;93;0;0
350290305000010;1;135;0;0
350290305000011;1;64;0;0
350290305000012;1;92;0;0
350290305000013;1;112;0;1
350290305000014;1;58;0;0
350290305000015;1;82;0;0
350290305000016;1;106;0;0
350290305000017;1;35;0;0
350290305000018;1;95;0;0
350290305000019;1;48;0;0
350290305000020;1;47;0;0
350290305000021;1;63;0;0
350290305000022;1;38;0;0
350290305000023;1;100;0;0
350290305000024;1;83;0;0
350290305000025;8;87;0;0
350290305000026;8;153;0;0
350290305000027;8;108;0;0
350290305000028;8;102;0;0
350290305000029;8;81;0;0
350290305000030;8;148;1;0
350290305000031;8;74;0;0
350290305000032;6;2;X;X
350290305000033;8;44;0;0
350290305000034;8;76;0;0
350290305000035;8;74;0;0
350290305000036;8;25;X;X
350290305000037;1;214;0;0
350290305000038;1;149;1;0
350290305000039;1;88;0;0
350290305000040;1;77;0;0
350290305000041;1;43;0;1
350290305000042;1;64;0;0
350290305000043;1;52;0;1
350290305000044;8;82;0;0
350290305000045;8;117;0;0
350290305000046;8;135;0;0
350290305000047;8;129;0;0
350290305000048;8;22;0;0
350300005000001;1;81;0;0
350300005000002;1;76;0;0
350300005000003;1;163;0;0
350300005000004;1;70;0;0
350300005000005;1;92;0;0
350300005000006;3;21;0;0
350300005000007;8;8;0;0
350300005000008;8;17;0;0
350300005000009;8;15;0;0
350300005000010;8;24;0;0
350300005000011;1;92;1;0
350300005000012;1;24;0;0
350300005000015;3;17;0;0
350310905000001;1;120;0;0
350310905000002;1;211;0;0
350310905000003;1;133;0;0
350310905000004;1;106;0;0
350310905000005;1;84;0;0
350310905000006;1;9;0;0
350310905000008;3;4;0;0
350310905000009;3;0;X;X
350310905000010;3;8;0;0
350310905000011;3;6;0;0
350310905000012;3;3;0;0
350310905000013;3;1;X;X
350310905000016;3;0;X;X
350310905000017;3;2;0;0
350310905000018;3;2;0;0
350310905000019;3;3;0;0
350310905000020;8;32;0;0
350310905000021;8;43;0;0
350310905000022;8;22;0;0
350310905000023;8;80;1;0
350310905000024;8;79;0;0
350315805000001;1;83;0;0
350315805000002;1;99;0;0
350315805000003;1;110;0;0
350315805000004;2;8;X;X
350315805000005;8;34;0;0
350315805000006;8;64;0;0
350315805000007;2;2;X;X
350320805000001;1;26;0;0
350320805000002;1;9;0;0
350320805000003;1;3;0;0
350320805000004;1;5;0;0
350320805000005;1;9;0;0
350320805000006;1;28;0;0
350320805000007;1;22;0;0
350320805000008;1;25;0;0
350320805000009;1;38;0;0
350320805000010;1;28;0;0
350320805000011;1;37;0;0
350320805000012;1;23;0;0
350320805000013;1;12;0;0
350320805000014;1;25;0;0
350320805000015;1;39;0;0
350320805000016;1;33;0;0
350320805000017;1;29;0;0
350320805000018;1;44;0;0
350320805000019;1;57;0;0
350320805000020;1;44;0;0
350320805000021;1;115;0;0
350320805000022;1;113;0;0
350320805000023;1;24;0;0
350320805000024;1;51;0;1
350320805000025;1;55;0;0
350320805000026;1;21;0;0
350320805000027;1;26;0;0
350320805000028;1;43;0;0
350320805000029;1;9;0;0
350320805000030;1;5;0;0
350320805000031;1;17;0;0
350320805000032;1;14;0;0
350320805000033;1;10;0;0
350320805000034;1;12;0;0
350320805000035;1;17;X;X
350320805000036;1;14;0;0
350320805000037;1;25;0;0
350320805000039;1;38;0;0
350320805000040;1;41;0;0
350320805000041;1;53;0;0
350320805000042;1;56;0;0
350320805000043;1;38;0;0
350320805000044;1;22;0;0
350320805000045;1;32;0;0
350320805000046;1;37;0;0
350320805000047;1;49;0;0
350320805000048;1;0;0;0
350320805000049;1;77;0;0
350320805000050;1;31;0;0
350320805000051;1;50;0;0
350320805000052;1;92;0;0
350320805000053;1;82;0;0
350320805000054;1;100;0;0
350320805000055;1;55;0;0
350320805000056;1;45;0;0
350320805000057;1;33;0;0
350320805000058;1;35;0;0
350320805000059;1;44;0;0
350320805000061;1;5;0;0
350320805000062;1;26;0;0
350320805000063;1;44;0;0
350320805000064;1;26;0;0
350320805000065;1;56;0;0
350320805000066;1;27;0;0
350320805000067;1;60;0;0
350320805000068;1;35;0;0
350320805000069;1;101;0;0
350320805000070;1;63;0;0
350320805000071;1;46;0;0
350320805000072;1;75;0;0
350320805000073;1;32;0;0
350320805000074;1;60;0;0
350320805000075;1;55;0;0
350320805000076;1;92;0;0
350320805000077;1;64;0;0
350320805000078;1;62;3;0
350320805000079;1;132;1;0
350320805000080;1;112;0;4
350320805000081;1;63;1;0
350320805000082;1;64;0;0
350320805000083;1;63;0;0
350320805000084;1;69;1;0
350320805000085;1;24;0;0
350320805000086;1;24;0;0
350320805000087;1;59;0;0
350320805000088;1;77;0;0
350320805000089;1;68;0;0
350320805000090;1;50;0;0
350320805000091;1;73;0;0
350320805000092;1;111;0;0
350320805000093;1;299;0;0
350320805000094;1;143;0;0
350320805000095;1;144;0;0
350320805000096;1;145;0;0
350320805000097;1;103;0;0
350320805000098;1;301;0;0
350320805000099;1;120;0;0
350320805000100;1;235;0;0
350320805000101;1;202;0;0
350320805000102;1;343;0;0
350320805000103;1;0;0;0
350320805000104;1;64;0;0
350320805000105;1;175;0;0
350320805000106;1;84;0;0
350320805000107;1;174;0;0
350320805000108;1;134;0;0
350320805000109;1;69;0;0
350320805000110;1;59;0;0
350320805000111;1;67;0;0
350320805000112;1;50;1;0
350320805000113;1;83;0;0
350320805000114;1;89;0;0
350320805000115;1;85;0;0
350320805000116;1;81;0;0
350320805000117;1;60;0;0
350320805000118;1;42;0;0
350320805000119;1;27;0;0
350320805000120;1;78;0;0
350320805000121;1;57;0;0
350320805000122;1;41;0;0
350320805000123;1;38;0;0
350320805000124;1;31;0;0
350320805000125;1;28;0;0
350320805000126;1;99;0;0
350320805000127;1;44;0;0
350320805000128;1;129;0;0
350320805000129;1;60;0;0
350320805000130;1;25;0;0
350320805000131;1;28;0;0
350320805000132;1;55;0;0
350320805000133;1;64;0;0
350320805000134;1;68;0;0
350320805000135;1;30;0;0
350320805000136;1;35;0;0
350320805000137;1;45;0;0
350320805000138;1;117;0;0
350320805000139;1;118;0;0
350320805000140;1;76;0;0
350320805000141;1;88;0;0
350320805000142;1;100;0;0
350320805000143;1;26;0;0
350320805000144;1;131;0;0
350320805000145;1;119;0;0
350320805000146;1;105;0;0
350320805000147;1;107;0;0
350320805000148;1;125;0;0
350320805000149;1;120;0;0
350320805000150;1;228;0;0
350320805000151;1;120;0;0
350320805000152;1;74;0;0
350320805000153;1;98;0;2
350320805000154;1;112;0;0
350320805000155;1;104;0;0
350320805000156;1;46;0;0
350320805000157;1;66;0;0
350320805000158;1;39;0;0
350320805000159;1;85;0;0
350320805000160;1;177;0;0
350320805000161;1;44;0;0
350320805000162;1;0;0;0
350320805000163;1;130;0;0
350320805000164;1;71;0;1
350320805000165;1;111;0;0
350320805000166;1;88;0;0
350320805000167;1;72;0;0
350320805000168;1;65;0;0
350320805000169;1;108;0;0
350320805000170;1;150;0;0
350320805000171;1;80;0;1
350320805000172;1;113;0;0
350320805000173;1;102;0;1
350320805000174;1;101;0;0
350320805000175;1;116;0;0
350320805000176;1;105;0;0
350320805000177;1;127;0;0
350320805000178;1;61;0;0
350320805000179;1;55;0;0
350320805000180;1;143;0;0
350320805000181;1;65;0;0
350320805000182;1;123;0;0
350320805000183;1;52;0;0
350320805000184;1;87;0;0
350320805000185;1;327;0;0
350320805000186;1;221;0;0
