"","Região","Subsetor","Trabalhadores"
"7121","Centro","Indústria de produtos alimentícios, bebidas e álcool etílico",0
"7122","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7123","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7124","Centro","Serviços médicos, odontológicos e veterinários",0
"7125","Centro","Comércio varejista",0
"7126","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7127","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7128","Centro","Comércio varejista",0
"7129","Centro","Comércio varejista",0
"7130","Centro","Transportes e comunicaçoes",0
"7131","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7132","Centro","Transportes e comunicaçoes",0
"7133","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7134","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7135","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7136","Centro","Comércio atacadista",0
"7137","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7138","Centro","Comércio atacadista",0
"7139","Centro","Serviços médicos, odontológicos e veterinários",0
"7140","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7141","Centro","Comércio atacadista",0
"7142","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7143","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7144","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7145","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7146","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7147","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7148","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7149","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7150","Centro","Construçao civil",0
"7151","Centro","Construçao civil",0
"7152","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7153","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7154","Centro","Construçao civil",0
"7155","Centro","Comércio varejista",0
"7156","Centro","Construçao civil",0
"7157","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7158","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7159","Centro","Comércio varejista",0
"7160","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7161","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7162","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7163","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7164","Centro","Serviços médicos, odontológicos e veterinários",0
"7165","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7166","Centro","Comércio varejista",0
"7167","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7168","Centro","Comércio varejista",0
"7169","Centro","Construçao civil",0
"7170","Centro","Comércio varejista",0
"7171","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7172","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7173","Centro","Indústria têxtil do vestuário e artefatos de tecidos",0
"7174","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7175","Centro","Serviços médicos, odontológicos e veterinários",0
"7176","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7177","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7178","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7179","Centro","Comércio varejista",0
"7180","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7181","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7182","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7183","Centro","Serviços médicos, odontológicos e veterinários",0
"7184","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7185","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7186","Centro","Comércio atacadista",0
"7187","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7188","Centro","Serviços médicos, odontológicos e veterinários",0
"7189","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7190","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7191","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7192","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7193","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7194","Centro","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",0
"7195","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7196","Centro","Transportes e comunicaçoes",0
"7197","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7198","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7199","Centro","Comércio varejista",0
"7200","Centro","Ensino",0
"7201","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7202","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7203","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7204","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7205","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7206","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7207","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7208","Centro","Comércio atacadista",0
"7209","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7210","Centro","Serviços médicos, odontológicos e veterinários",0
"7211","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7212","Centro","Ensino",0
"7213","Centro","Comércio varejista",0
"7214","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7215","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7216","Centro","Ensino",0
"7217","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7218","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7219","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7220","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7221","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7222","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7223","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7224","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7225","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7226","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7227","Centro","Comércio varejista",0
"7228","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7229","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7230","Centro","Comércio varejista",0
"7231","Centro","Comércio atacadista",0
"7232","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7233","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7234","Centro","Comércio varejista",0
"7235","Centro","Serviços médicos, odontológicos e veterinários",0
"7236","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7237","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7238","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7239","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7240","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7241","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7242","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7243","Centro","Serviços médicos, odontológicos e veterinários",0
"7244","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7245","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7246","Centro","Construçao civil",0
"7247","Centro","Ensino",0
"7248","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7249","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7250","Centro","Construçao civil",0
"7251","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7252","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7253","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7254","Centro","Comércio varejista",0
"7255","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7256","Centro","Comércio atacadista",0
"7257","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7258","Centro","Comércio varejista",0
"7259","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7260","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7261","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7262","Centro","Comércio varejista",0
"7263","Centro","Ensino",0
"7264","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7265","Centro","Comércio atacadista",0
"7266","Centro","Serviços médicos, odontológicos e veterinários",0
"7267","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7268","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7269","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7270","Centro","Transportes e comunicaçoes",0
"7271","Centro","Serviços médicos, odontológicos e veterinários",0
"7272","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7273","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7274","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7275","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7276","Centro","Comércio varejista",0
"7277","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7278","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7279","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7280","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7281","Centro","Comércio varejista",0
"7282","Centro","Serviços médicos, odontológicos e veterinários",0
"7283","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7284","Centro","Comércio varejista",0
"7285","Centro","Comércio varejista",0
"7286","Centro","Comércio varejista",0
"7287","Centro","Comércio varejista",0
"7288","Centro","Comércio varejista",0
"7289","Centro","Comércio varejista",0
"7290","Centro","Comércio varejista",0
"7291","Centro","Comércio varejista",0
"7292","Centro","Comércio varejista",0
"7293","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7294","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7295","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7296","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7297","Centro","Comércio varejista",0
"7298","Centro","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"7299","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7300","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7301","Centro","Transportes e comunicaçoes",0
"7302","Centro","Instituiçoes de crédito, seguros e capitalizaçao",0
"7303","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7304","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7305","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"7306","Centro","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
